REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Kentucky,2018,17,X,1.16826,X,X,X,X,X,X,87,19,7447
States,Louisiana,2018,17,X,2.11199,X,X,X,X,X,X,1173,93,55540
States,Maine,2018,17,X,0.30104,X,X,X,X,X,X,11,20,3654
States,Maryland,2018,17,X,0.993164,X,X,X,X,X,X,77,25,7753
States,Massachusetts,2018,17,X,1.30076,X,X,X,X,X,X,459,41,35287
States,Michigan,2018,17,X,1.26615,X,X,X,X,X,X,245,77,19350
States,Minnesota,2018,17,X,1.87617,X,X,X,X,X,X,100,19,5330
States,Mississippi,2018,17,X,2.22198,X,X,X,X,X,X,405,44,18227
States,Missouri,2018,17,X,0.786627,X,X,X,X,X,X,24,15,3051
States,Montana,2018,17,X,0,X,X,X,X,X,X,0,8,3471
States,Nebraska,2018,17,X,2.19037,X,X,X,X,X,X,162,45,7396
States,Nevada,2018,17,X,0.782583,X,X,X,X,X,X,133,31,16995
States,New Hampshire,2018,17,X,0.786749,X,X,X,X,X,X,19,15,2415
States,New Jersey,2018,17,X,2.23194,X,X,X,X,X,X,582,40,26076
States,New Mexico,2018,17,X,1.34181,X,X,X,X,X,X,228,39,16992
States,New York,2018,17,X,1.59244,X,X,X,X,X,X,177,48,11115
States,North Carolina,2018,17,X,1.15687,X,X,X,X,X,X,184,44,15905
States,North Dakota,2018,17,X,0.903342,X,X,X,X,X,X,10,5,1107
States,Ohio,2018,17,X,0.972847,X,X,X,X,X,X,134,52,13774
States,Oklahoma,2018,17,X,0.803011,X,X,X,X,X,X,32,18,3985
States,Oregon,2018,17,X,1.01416,X,X,X,X,X,X,363,76,35793
States,Pennsylvania,2018,17,X,1.28933,X,X,X,X,X,X,715,139,55455
States,Rhode Island,2018,17,X,0.54686,X,X,X,X,X,X,29,23,5303
States,South Carolina,2018,17,X,1.1172,X,X,X,X,X,X,53,12,4744
States,South Dakota,2018,17,X,1.33567,X,X,X,X,X,X,84,24,6289
States,Tennessee,2018,17,X,0.38324,X,X,X,X,X,X,30,51,7828
States,Texas,2018,17,X,2.29361,X,X,X,X,X,X,624,102,27206
States,Utah,2018,17,X,0.933446,X,X,X,X,X,X,377,46,40388
States,Vermont,2018,17,X,2.59918,X,X,X,X,X,X,57,9,2193
States,Virginia,2018,17,X,1.8337,X,X,X,X,X,X,1547,126,84365
States,Washington,2018,17,X,0.366684,X,X,X,X,X,X,21,44,5727
States,West Virginia,2018,17,X,1.0702,X,X,X,X,X,X,84,30,7849
States,Wisconsin,2018,17,X,2.01085,X,X,X,X,X,X,126,23,6266
States,Wyoming,2018,17,X,1.08453,X,X,X,X,X,X,34,15,3135
States,Puerto Rico,2018,17,X,5.45635,X,X,X,X,X,X,110,4,2016
States,Virgin Islands,2018,17,X,0.621762,X,X,X,X,X,X,6,3,965
States,New York City,2018,17,X,1.62306,X,X,X,X,X,X,1649,73,101598
States,Alabama,2018,18,X,1.33145,X,X,X,X,X,X,509,81,38229
States,Alaska,2018,18,X,3.22196,X,X,X,X,X,X,135,14,4190
States,Arizona,2018,18,X,3.10377,X,X,X,X,X,X,434,42,13983
States,Arkansas,2018,18,X,1.15764,X,X,X,X,X,X,34,9,2937
States,California,2018,18,X,1.859,X,X,X,X,X,X,876,104,47122
States,Colorado,2018,18,X,0.580452,X,X,X,X,X,X,136,41,23430
States,Connecticut,2018,18,X,2.28298,X,X,X,X,X,X,86,16,3767
States,Delaware,2018,18,X,0.251346,X,X,X,X,X,X,7,11,2785
States,District of Columbia,2018,18,X,1.48168,X,X,X,X,X,X,216,5,14578
States,Florida,2018,18,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,18,X,2.09599,X,X,X,X,X,X,942,49,44943
States,Hawaii,2018,18,X,2.15154,X,X,X,X,X,X,23,14,1069
States,Idaho,2018,18,X,0.617665,X,X,X,X,X,X,10,7,1619
States,Illinois,2018,18,X,1.03102,X,X,X,X,X,X,445,73,43161
States,Indiana,2018,18,X,1.54688,X,X,X,X,X,X,65,22,4202
States,Iowa,2018,18,X,0.250268,X,X,X,X,X,X,7,10,2797
States,Kansas,2018,18,X,0.773196,X,X,X,X,X,X,39,22,5044
States,Kentucky,2018,18,X,0.694235,X,X,X,X,X,X,46,14,6626
States,Louisiana,2018,18,X,1.84291,X,X,X,X,X,X,1031,93,55944
States,Maine,2018,18,X,0.423518,X,X,X,X,X,X,17,19,4014
States,Maryland,2018,18,X,1.09091,X,X,X,X,X,X,87,21,7975
States,Massachusetts,2018,18,X,1.20893,X,X,X,X,X,X,418,42,34576
States,Michigan,2018,18,X,0.650815,X,X,X,X,X,X,127,70,19514
States,Minnesota,2018,18,X,1.83958,X,X,X,X,X,X,111,18,6034
States,Mississippi,2018,18,X,2.34473,X,X,X,X,X,X,336,45,14330
States,Missouri,2018,18,X,0.168634,X,X,X,X,X,X,4,14,2372
States,Montana,2018,18,X,0,X,X,X,X,X,X,0,7,3401
States,Nebraska,2018,18,X,1.4425,X,X,X,X,X,X,111,45,7695
States,Nevada,2018,18,X,0.744781,X,X,X,X,X,X,71,27,9533
States,New Hampshire,2018,18,X,0.585652,X,X,X,X,X,X,16,15,2732
States,New Jersey,2018,18,X,1.82601,X,X,X,X,X,X,479,42,26232
States,New Mexico,2018,18,X,1.21266,X,X,X,X,X,X,203,39,16740
States,New York,2018,18,X,2.20051,X,X,X,X,X,X,232,46,10543
States,North Carolina,2018,18,X,1.1033,X,X,X,X,X,X,157,42,14230
States,North Dakota,2018,18,X,0.0702741,X,X,X,X,X,X,1,7,1423
States,Ohio,2018,18,X,0.782361,X,X,X,X,X,X,99,45,12654
States,Oklahoma,2018,18,X,0.901352,X,X,X,X,X,X,36,18,3994
States,Oregon,2018,18,X,0.989866,X,X,X,X,X,X,336,72,33944
States,Pennsylvania,2018,18,X,1.1062,X,X,X,X,X,X,598,137,54059
States,Rhode Island,2018,18,X,0.888973,X,X,X,X,X,X,47,23,5287
States,South Carolina,2018,18,X,1.25444,X,X,X,X,X,X,53,11,4225
States,South Dakota,2018,18,X,1.0263,X,X,X,X,X,X,64,24,6236
States,Tennessee,2018,18,X,0.576822,X,X,X,X,X,X,33,49,5721
States,Texas,2018,18,X,2.30994,X,X,X,X,X,X,570,98,24676
States,Utah,2018,18,X,1.02064,X,X,X,X,X,X,406,45,39779
States,Vermont,2018,18,X,1.80563,X,X,X,X,X,X,34,7,1883
States,Virginia,2018,18,X,1.66889,X,X,X,X,X,X,1377,120,82510
States,Washington,2018,18,X,0.398268,X,X,X,X,X,X,23,44,5775
States,West Virginia,2018,18,X,1.31249,X,X,X,X,X,X,110,31,8381
States,Wisconsin,2018,18,X,1.87672,X,X,X,X,X,X,116,22,6181
States,Wyoming,2018,18,X,0.600495,X,X,X,X,X,X,17,14,2831
States,Puerto Rico,2018,18,X,11.9612,X,X,X,X,X,X,111,3,928
States,Virgin Islands,2018,18,X,0.210526,X,X,X,X,X,X,2,3,950
States,New York City,2018,18,X,1.64429,X,X,X,X,X,X,1726,72,104969
States,Alabama,2018,19,X,1.17771,X,X,X,X,X,X,448,77,38040
States,Alaska,2018,19,X,3.15959,X,X,X,X,X,X,137,15,4336
States,Arizona,2018,19,X,2.56495,X,X,X,X,X,X,386,43,15049
States,Arkansas,2018,19,X,1.73585,X,X,X,X,X,X,46,9,2650
States,California,2018,19,X,1.7816,X,X,X,X,X,X,828,100,46475
States,Colorado,2018,19,X,0.463652,X,X,X,X,X,X,109,41,23509
States,Connecticut,2018,19,X,1.35659,X,X,X,X,X,X,35,14,2580
States,Delaware,2018,19,X,0.117786,X,X,X,X,X,X,3,11,2547
States,District of Columbia,2018,19,X,1.78303,X,X,X,X,X,X,261,5,14638
States,Florida,2018,19,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,19,X,1.96754,X,X,X,X,X,X,897,48,45590
States,Hawaii,2018,19,X,2.29277,X,X,X,X,X,X,26,14,1134
States,Idaho,2018,19,X,0.143781,X,X,X,X,X,X,2,7,1391
States,Illinois,2018,19,X,0.98153,X,X,X,X,X,X,423,75,43096
States,Indiana,2018,19,X,1.05644,X,X,X,X,X,X,38,22,3597
States,Iowa,2018,19,X,0.241779,X,X,X,X,X,X,5,10,2068
States,Kansas,2018,19,X,0.77657,X,X,X,X,X,X,35,20,4507
States,Kentucky,2018,19,X,0.698235,X,X,X,X,X,X,55,12,7877
States,Louisiana,2018,19,X,1.97468,X,X,X,X,X,X,1106,93,56009
States,Maine,2018,19,X,0.194175,X,X,X,X,X,X,8,19,4120
States,Maryland,2018,19,X,0.900901,X,X,X,X,X,X,57,20,6327
States,Massachusetts,2018,19,X,1.05451,X,X,X,X,X,X,366,41,34708
States,Michigan,2018,19,X,0.851772,X,X,X,X,X,X,174,70,20428
States,Minnesota,2018,19,X,1.64524,X,X,X,X,X,X,96,18,5835
States,Mississippi,2018,19,X,1.96673,X,X,X,X,X,X,279,43,14186
States,Missouri,2018,19,X,0.329429,X,X,X,X,X,X,9,15,2732
States,Montana,2018,19,X,0.0574713,X,X,X,X,X,X,2,8,3480
States,Nebraska,2018,19,X,1.23775,X,X,X,X,X,X,101,46,8160
States,Nevada,2018,19,X,0.69298,X,X,X,X,X,X,115,31,16595
States,New Hampshire,2018,19,X,0.473588,X,X,X,X,X,X,13,14,2745
States,New Jersey,2018,19,X,1.86923,X,X,X,X,X,X,498,41,26642
States,New Mexico,2018,19,X,1.41117,X,X,X,X,X,X,234,38,16582
States,New York,2018,19,X,1.50123,X,X,X,X,X,X,165,44,10991
States,North Carolina,2018,19,X,0.778399,X,X,X,X,X,X,96,41,12333
States,North Dakota,2018,19,X,0.114286,X,X,X,X,X,X,1,4,875
States,Ohio,2018,19,X,0.714359,X,X,X,X,X,X,70,41,9799
States,Oklahoma,2018,19,X,0.558659,X,X,X,X,X,X,24,19,4296
States,Oregon,2018,19,X,0.876797,X,X,X,X,X,X,311,73,35470
States,Pennsylvania,2018,19,X,0.917737,X,X,X,X,X,X,495,136,53937
States,Rhode Island,2018,19,X,0.528206,X,X,X,X,X,X,25,22,4733
States,South Carolina,2018,19,X,0.793651,X,X,X,X,X,X,35,12,4410
States,South Dakota,2018,19,X,0.747065,X,X,X,X,X,X,42,23,5622
States,Tennessee,2018,19,X,0.468165,X,X,X,X,X,X,25,44,5340
States,Texas,2018,19,X,2.16706,X,X,X,X,X,X,509,96,23488
States,Utah,2018,19,X,0.716589,X,X,X,X,X,X,360,46,50238
States,Vermont,2018,19,X,1.84244,X,X,X,X,X,X,29,6,1574
States,Virginia,2018,19,X,0.915147,X,X,X,X,X,X,577,69,63050
States,Washington,2018,19,X,0.488854,X,X,X,X,X,X,25,44,5114
States,West Virginia,2018,19,X,0.551958,X,X,X,X,X,X,52,30,9421
States,Wisconsin,2018,19,X,1.48108,X,X,X,X,X,X,81,22,5469
States,Wyoming,2018,19,X,0.568586,X,X,X,X,X,X,16,14,2814
States,Puerto Rico,2018,19,X,5.06912,X,X,X,X,X,X,99,4,1953
States,Virgin Islands,2018,19,X,0.312012,X,X,X,X,X,X,2,2,641
States,New York City,2018,19,X,1.5639,X,X,X,X,X,X,1705,69,109022
States,Alabama,2018,20,X,1.11641,X,X,X,X,X,X,417,79,37352
States,Alaska,2018,20,X,2.60009,X,X,X,X,X,X,113,15,4346
States,Arizona,2018,20,X,2.51408,X,X,X,X,X,X,357,44,14200
States,Arkansas,2018,20,X,1.26286,X,X,X,X,X,X,27,9,2138
States,California,2018,20,X,1.59208,X,X,X,X,X,X,708,101,44470
States,Colorado,2018,20,X,0.420934,X,X,X,X,X,X,97,41,23044
States,Connecticut,2018,20,X,1.43184,X,X,X,X,X,X,25,13,1746
States,Delaware,2018,20,X,0.0381098,X,X,X,X,X,X,1,10,2624
States,District of Columbia,2018,20,X,1.48411,X,X,X,X,X,X,205,5,13813
States,Florida,2018,20,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,20,X,1.99965,X,X,X,X,X,X,902,48,45108
States,Hawaii,2018,20,X,1.67665,X,X,X,X,X,X,14,14,835
States,Idaho,2018,20,X,0.215517,X,X,X,X,X,X,3,7,1392
States,Illinois,2018,20,X,0.90539,X,X,X,X,X,X,387,73,42744
States,Indiana,2018,20,X,1.02437,X,X,X,X,X,X,29,21,2831
States,Iowa,2018,20,X,0.325733,X,X,X,X,X,X,6,10,1842
States,Kansas,2018,20,X,1.13227,X,X,X,X,X,X,44,19,3886
States,Kentucky,2018,20,X,0.616428,X,X,X,X,X,X,40,12,6489
States,Louisiana,2018,20,X,1.88116,X,X,X,X,X,X,1034,92,54966
States,Maine,2018,20,X,0.108648,X,X,X,X,X,X,5,20,4602
States,Maryland,2018,20,X,0.91197,X,X,X,X,X,X,72,22,7895
States,Massachusetts,2018,20,X,1.01591,X,X,X,X,X,X,339,35,33369
States,Michigan,2018,20,X,0.655625,X,X,X,X,X,X,152,74,23184
States,Minnesota,2018,20,X,1.30801,X,X,X,X,X,X,73,17,5581
States,Mississippi,2018,20,X,1.88175,X,X,X,X,X,X,310,46,16474
States,Missouri,2018,20,X,0.323176,X,X,X,X,X,X,7,14,2166
States,Montana,2018,20,X,0,X,X,X,X,X,X,0,8,3059
States,Nebraska,2018,20,X,1.22853,X,X,X,X,X,X,98,46,7977
States,Nevada,2018,20,X,0.501858,X,X,X,X,X,X,77,30,15343
States,New Hampshire,2018,20,X,0.464723,X,X,X,X,X,X,11,14,2367
States,New Jersey,2018,20,X,1.74853,X,X,X,X,X,X,440,38,25164
States,New Mexico,2018,20,X,1.29345,X,X,X,X,X,X,208,38,16081
States,New York,2018,20,X,1.42733,X,X,X,X,X,X,131,41,9178
States,North Carolina,2018,20,X,0.593723,X,X,X,X,X,X,63,38,10611
States,North Dakota,2018,20,X,0.192678,X,X,X,X,X,X,2,6,1038
States,Ohio,2018,20,X,0.62483,X,X,X,X,X,X,69,41,11043
States,Oklahoma,2018,20,X,0.465252,X,X,X,X,X,X,16,19,3439
States,Oregon,2018,20,X,0.758505,X,X,X,X,X,X,272,73,35860
States,Pennsylvania,2018,20,X,0.783355,X,X,X,X,X,X,407,131,51956
States,Rhode Island,2018,20,X,0.293057,X,X,X,X,X,X,13,23,4436
States,South Carolina,2018,20,X,1.0043,X,X,X,X,X,X,42,11,4182
States,South Dakota,2018,20,X,0.93277,X,X,X,X,X,X,53,23,5682
States,Tennessee,2018,20,X,0.361426,X,X,X,X,X,X,22,48,6087
States,Texas,2018,20,X,1.69425,X,X,X,X,X,X,391,95,23078
States,Utah,2018,20,X,0.935632,X,X,X,X,X,X,374,46,39973
States,Vermont,2018,20,X,1.61491,X,X,X,X,X,X,26,6,1610
States,Virginia,2018,20,X,1.07061,X,X,X,X,X,X,1003,127,93685
States,Washington,2018,20,X,0.418744,X,X,X,X,X,X,21,43,5015
States,West Virginia,2018,20,X,0.562177,X,X,X,X,X,X,50,30,8894
States,Wisconsin,2018,20,X,1.70237,X,X,X,X,X,X,89,22,5228
States,Wyoming,2018,20,X,0.535783,X,X,X,X,X,X,14,14,2613
States,Puerto Rico,2018,20,X,5.12558,X,X,X,X,X,X,100,4,1951
States,Virgin Islands,2018,20,X,0.978793,X,X,X,X,X,X,6,2,613
States,New York City,2018,20,X,1.59395,X,X,X,X,X,X,1618,67,101509
States,Alabama,2018,21,X,1.03099,X,X,X,X,X,X,358,77,34724
States,Alaska,2018,21,X,2.60979,X,X,X,X,X,X,104,15,3985
States,Arizona,2018,21,X,2.30319,X,X,X,X,X,X,342,44,14849
States,Arkansas,2018,21,X,1.12745,X,X,X,X,X,X,23,8,2040
States,California,2018,21,X,1.69035,X,X,X,X,X,X,690,91,40820
States,Colorado,2018,21,X,0.3215,X,X,X,X,X,X,72,41,22395
States,Connecticut,2018,21,X,3.05455,X,X,X,X,X,X,42,9,1375
States,Delaware,2018,21,X,0.0417014,X,X,X,X,X,X,1,10,2398
States,District of Columbia,2018,21,X,1.63837,X,X,X,X,X,X,221,5,13489
States,Florida,2018,21,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,21,X,1.79242,X,X,X,X,X,X,768,45,42847
States,Hawaii,2018,21,X,2.26804,X,X,X,X,X,X,22,14,970
States,Idaho,2018,21,X,0.493421,X,X,X,X,X,X,6,4,1216
States,Illinois,2018,21,X,0.951539,X,X,X,X,X,X,366,67,38464
States,Indiana,2018,21,X,1.10335,X,X,X,X,X,X,30,19,2719
States,Iowa,2018,21,X,0.165198,X,X,X,X,X,X,3,10,1816
States,Kansas,2018,21,X,1.37174,X,X,X,X,X,X,30,14,2187
States,Kentucky,2018,21,X,0.436168,X,X,X,X,X,X,26,10,5961
States,Louisiana,2018,21,X,1.8401,X,X,X,X,X,X,989,93,53747
States,Maine,2018,21,X,0.169368,X,X,X,X,X,X,7,19,4133
States,Maryland,2018,21,X,1.24735,X,X,X,X,X,X,47,17,3768
States,Massachusetts,2018,21,X,1.07181,X,X,X,X,X,X,337,33,31442
States,Michigan,2018,21,X,0.626449,X,X,X,X,X,X,127,75,20273
States,Minnesota,2018,21,X,1.06858,X,X,X,X,X,X,55,18,5147
States,Mississippi,2018,21,X,1.8206,X,X,X,X,X,X,301,46,16533
States,Missouri,2018,21,X,0.214707,X,X,X,X,X,X,4,14,1863
States,Montana,2018,21,X,0,X,X,X,X,X,X,0,7,2947
States,Nebraska,2018,21,X,1.88078,X,X,X,X,X,X,124,44,6593
States,Nevada,2018,21,X,0.496947,X,X,X,X,X,X,70,32,14086
States,New Hampshire,2018,21,X,0.402299,X,X,X,X,X,X,7,13,1740
States,New Jersey,2018,21,X,1.81769,X,X,X,X,X,X,470,37,25857
States,New Mexico,2018,21,X,1.12085,X,X,X,X,X,X,170,35,15167
States,New York,2018,21,X,1.24434,X,X,X,X,X,X,99,40,7956
States,North Carolina,2018,21,X,0.67766,X,X,X,X,X,X,60,31,8854
States,North Dakota,2018,21,X,1.41732,X,X,X,X,X,X,9,3,635
States,Ohio,2018,21,X,0.793567,X,X,X,X,X,X,75,32,9451
States,Oklahoma,2018,21,X,0.611522,X,X,X,X,X,X,19,16,3107
States,Oregon,2018,21,X,0.71912,X,X,X,X,X,X,255,72,35460
States,Pennsylvania,2018,21,X,0.726085,X,X,X,X,X,X,378,133,52060
States,Rhode Island,2018,21,X,0.213624,X,X,X,X,X,X,9,23,4213
States,South Carolina,2018,21,X,0.887866,X,X,X,X,X,X,27,10,3041
States,South Dakota,2018,21,X,0.956938,X,X,X,X,X,X,54,23,5643
States,Tennessee,2018,21,X,0.592034,X,X,X,X,X,X,33,51,5574
States,Texas,2018,21,X,1.95167,X,X,X,X,X,X,441,94,22596
States,Utah,2018,21,X,0.829122,X,X,X,X,X,X,315,45,37992
States,Vermont,2018,21,X,1.11206,X,X,X,X,X,X,13,5,1169
States,Virginia,2018,21,X,1.06784,X,X,X,X,X,X,981,123,91868
States,Washington,2018,21,X,0.236407,X,X,X,X,X,X,11,41,4653
States,West Virginia,2018,21,X,0.433495,X,X,X,X,X,X,41,30,9458
States,Wisconsin,2018,21,X,1.75953,X,X,X,X,X,X,84,20,4774
States,Wyoming,2018,21,X,0.493131,X,X,X,X,X,X,14,14,2839
States,Puerto Rico,2018,21,X,6.54731,X,X,X,X,X,X,128,4,1955
States,Virgin Islands,2018,21,X,0.164474,X,X,X,X,X,X,1,2,608
States,New York City,2018,21,X,1.65279,X,X,X,X,X,X,1703,67,103038
States,Alabama,2018,22,X,1.08039,X,X,X,X,X,X,386,76,35728
States,Alaska,2018,22,X,1.87126,X,X,X,X,X,X,75,13,4008
States,Arizona,2018,22,X,2.61822,X,X,X,X,X,X,325,44,12413
States,Arkansas,2018,22,X,1.1959,X,X,X,X,X,X,21,8,1756
States,California,2018,22,X,1.5359,X,X,X,X,X,X,581,91,37828
States,Colorado,2018,22,X,0.430582,X,X,X,X,X,X,78,41,18115
States,Connecticut,2018,22,X,0.719424,X,X,X,X,X,X,7,7,973
States,Delaware,2018,22,X,0,X,X,X,X,X,X,0,10,1930
States,District of Columbia,2018,22,X,1.42974,X,X,X,X,X,X,175,5,12240
States,Florida,2018,22,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,22,X,1.89676,X,X,X,X,X,X,768,45,40490
States,Hawaii,2018,22,X,1.71184,X,X,X,X,X,X,12,13,701
States,Idaho,2018,22,X,0.212766,X,X,X,X,X,X,1,2,470
States,Illinois,2018,22,X,0.906133,X,X,X,X,X,X,323,66,35646
States,Indiana,2018,22,X,1.21792,X,X,X,X,X,X,28,17,2299
States,Iowa,2018,22,X,0,X,X,X,X,X,X,0,9,1306
States,Kansas,2018,22,X,0.855746,X,X,X,X,X,X,21,15,2454
States,Kentucky,2018,22,X,0.340948,X,X,X,X,X,X,20,10,5866
States,Louisiana,2018,22,X,1.66249,X,X,X,X,X,X,888,93,53414
States,Maine,2018,22,X,0.0622665,X,X,X,X,X,X,2,18,3212
States,Maryland,2018,22,X,1.43824,X,X,X,X,X,X,68,18,4728
States,Massachusetts,2018,22,X,0.89777,X,X,X,X,X,X,248,34,27624
States,Michigan,2018,22,X,0.507725,X,X,X,X,X,X,93,73,18317
States,Minnesota,2018,22,X,0.854191,X,X,X,X,X,X,43,17,5034
States,Mississippi,2018,22,X,1.94271,X,X,X,X,X,X,293,43,15082
States,Missouri,2018,22,X,0.279174,X,X,X,X,X,X,5,14,1791
States,Montana,2018,22,X,0,X,X,X,X,X,X,0,7,2265
States,Nebraska,2018,22,X,1.87467,X,X,X,X,X,X,108,41,5761
States,Nevada,2018,22,X,0.702644,X,X,X,X,X,X,97,30,13805
States,New Hampshire,2018,22,X,0.504626,X,X,X,X,X,X,6,12,1189
States,New Jersey,2018,22,X,1.68757,X,X,X,X,X,X,432,37,25599
States,New Mexico,2018,22,X,1.54443,X,X,X,X,X,X,203,31,13144
States,New York,2018,22,X,1.40187,X,X,X,X,X,X,99,38,7062
States,North Carolina,2018,22,X,0.41234,X,X,X,X,X,X,27,27,6548
States,North Dakota,2018,22,X,0.410397,X,X,X,X,X,X,3,4,731
States,Ohio,2018,22,X,0.674043,X,X,X,X,X,X,53,26,7863
States,Oklahoma,2018,22,X,0.282486,X,X,X,X,X,X,8,13,2832
States,Oregon,2018,22,X,0.782735,X,X,X,X,X,X,280,73,35772
States,Pennsylvania,2018,22,X,0.719716,X,X,X,X,X,X,373,132,51826
States,Rhode Island,2018,22,X,0.116686,X,X,X,X,X,X,4,23,3428
States,South Carolina,2018,22,X,0.847757,X,X,X,X,X,X,24,7,2831
States,South Dakota,2018,22,X,0.658843,X,X,X,X,X,X,32,23,4857
States,Tennessee,2018,22,X,0.352811,X,X,X,X,X,X,16,49,4535
States,Texas,2018,22,X,1.70382,X,X,X,X,X,X,334,93,19603
States,Utah,2018,22,X,1.62842,X,X,X,X,X,X,364,44,22353
States,Vermont,2018,22,X,1.30261,X,X,X,X,X,X,13,5,998
States,Virginia,2018,22,X,1.06865,X,X,X,X,X,X,972,119,90956
States,Washington,2018,22,X,0.101729,X,X,X,X,X,X,1,33,983
States,West Virginia,2018,22,X,0.272926,X,X,X,X,X,X,20,27,7328
States,Wisconsin,2018,22,X,1.87406,X,X,X,X,X,X,75,20,4002
States,Wyoming,2018,22,X,0.384468,X,X,X,X,X,X,10,15,2601
States,Puerto Rico,2018,22,X,5.11247,X,X,X,X,X,X,100,4,1956
States,Virgin Islands,2018,22,X,0.327332,X,X,X,X,X,X,2,2,611
States,New York City,2018,22,X,1.57449,X,X,X,X,X,X,1424,34,90442
States,Alabama,2018,23,X,0.779058,X,X,X,X,X,X,286,78,36711
States,Alaska,2018,23,X,1.76056,X,X,X,X,X,X,70,13,3976
States,Arizona,2018,23,X,1.55347,X,X,X,X,X,X,180,37,11587
States,Arkansas,2018,23,X,1.1781,X,X,X,X,X,X,17,8,1443
States,California,2018,23,X,1.34495,X,X,X,X,X,X,571,91,42455
States,Colorado,2018,23,X,0.293751,X,X,X,X,X,X,66,41,22468
States,Connecticut,2018,23,X,0.599829,X,X,X,X,X,X,7,7,1167
States,Delaware,2018,23,X,0,X,X,X,X,X,X,0,10,2474
States,District of Columbia,2018,23,X,1.611,X,X,X,X,X,X,218,5,13532
States,Florida,2018,23,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,23,X,1.70292,X,X,X,X,X,X,638,40,37465
States,Hawaii,2018,23,X,1.67653,X,X,X,X,X,X,17,14,1014
States,Idaho,2018,23,X,0.365631,X,X,X,X,X,X,2,2,547
States,Illinois,2018,23,X,0.641356,X,X,X,X,X,X,224,61,34926
States,Indiana,2018,23,X,1.34508,X,X,X,X,X,X,29,14,2156
States,Iowa,2018,23,X,0,X,X,X,X,X,X,0,8,1545
States,Kansas,2018,23,X,0.963719,X,X,X,X,X,X,17,12,1764
States,Kentucky,2018,23,X,0.25289,X,X,X,X,X,X,14,10,5536
States,Louisiana,2018,23,X,1.43664,X,X,X,X,X,X,743,92,51718
States,Maine,2018,23,X,0,X,X,X,X,X,X,0,19,4211
States,Maryland,2018,23,X,2.11203,X,X,X,X,X,X,92,18,4356
States,Massachusetts,2018,23,X,0.685467,X,X,X,X,X,X,193,31,28156
States,Michigan,2018,23,X,0.393722,X,X,X,X,X,X,72,69,18287
States,Minnesota,2018,23,X,0.545384,X,X,X,X,X,X,28,17,5134
States,Mississippi,2018,23,X,1.3922,X,X,X,X,X,X,222,44,15946
States,Missouri,2018,23,X,0.0922084,X,X,X,X,X,X,2,15,2169
States,Montana,2018,23,X,0,X,X,X,X,X,X,0,4,2049
States,Nebraska,2018,23,X,1.26456,X,X,X,X,X,X,89,40,7038
States,Nevada,2018,23,X,0.599987,X,X,X,X,X,X,94,32,15667
States,New Hampshire,2018,23,X,0.496102,X,X,X,X,X,X,7,12,1411
States,New Jersey,2018,23,X,1.836,X,X,X,X,X,X,459,37,25000
States,New Mexico,2018,23,X,1.4778,X,X,X,X,X,X,205,33,13872
States,New York,2018,23,X,0.0269724,X,X,X,X,X,X,2,39,7415
States,North Carolina,2018,23,X,0.708346,X,X,X,X,X,X,46,25,6494
States,North Dakota,2018,23,X,0.376412,X,X,X,X,X,X,3,4,797
States,Ohio,2018,23,X,0.614777,X,X,X,X,X,X,56,28,9109
States,Oklahoma,2018,23,X,0.331565,X,X,X,X,X,X,10,13,3016
States,Oregon,2018,23,X,0.81507,X,X,X,X,X,X,286,73,35089
States,Pennsylvania,2018,23,X,0.752059,X,X,X,X,X,X,379,132,50395
States,Rhode Island,2018,23,X,0.027571,X,X,X,X,X,X,1,23,3627
States,South Carolina,2018,23,X,0.376041,X,X,X,X,X,X,14,10,3723
States,South Dakota,2018,23,X,0.48772,X,X,X,X,X,X,28,23,5741
States,Tennessee,2018,23,X,0.212643,X,X,X,X,X,X,11,48,5173
States,Texas,2018,23,X,1.57834,X,X,X,X,X,X,316,90,20021
States,Utah,2018,23,X,0.782286,X,X,X,X,X,X,301,45,38477
States,Vermont,2018,23,X,2,X,X,X,X,X,X,23,5,1150
States,Virginia,2018,23,X,0.850569,X,X,X,X,X,X,790,120,92879
States,Washington,2018,23,X,0.126743,X,X,X,X,X,X,1,21,789
States,West Virginia,2018,23,X,0.132132,X,X,X,X,X,X,11,25,8325
States,Wisconsin,2018,23,X,1.62032,X,X,X,X,X,X,74,19,4567
States,Wyoming,2018,23,X,0.576271,X,X,X,X,X,X,17,14,2950
States,Puerto Rico,2018,23,X,5.44629,X,X,X,X,X,X,108,4,1983
States,Virgin Islands,2018,23,X,1.11643,X,X,X,X,X,X,7,2,627
States,New York City,2018,23,X,1.56583,X,X,X,X,X,X,1573,69,100458
